ID;Vorname;Nachname;Angezeigter Name;Verein;Position;Marktwert;Probability;exp_games;Erwartete Spiele;exp_gd;Erwartete Tordifferenz
pl-k00177981;Jorge;Gutierrez;Jorge Gutierrez;Panama;DEFENDER;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00178067;Rayan;Elloumi;Rayan Elloumi;Tunesien;FORWARD;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00178191;Ime;Okon;Ime Okon;Südafrika;DEFENDER;2000000;0.5;3.314;1.657;-4.325;-2.162
pl-k00179915;Ibrahim;Sabra;Ibrahim Sabra;Jordanien;FORWARD;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00180202;Kojo;Peprah Oppong;Kojo Peprah Oppong;Ghana;DEFENDER;4000000;0.5;3.144;1.572;-6.374;-3.187
pl-k00180334;Hazem;Mastouri;Hazem Mastouri;Tunesien;FORWARD;1000000;0.5;3.434;1.717;-3.766;-1.883
pl-k00181348;Adem;Arous;Adem Arous;Tunesien;DEFENDER;2000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00181848;Paul;Okon;Paul Okon;Australien;MIDFIELDER;1000000;0.0;4.066;0.0;-0.993;-0.0
pl-k00182019;Alexandro;Maidana;Alexandro Maidana;Paraguay;DEFENDER;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00182504;Sultan;Mandash;Sultan Mandash;Saudi-Arabien;MIDFIELDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00182644;Saleh;Abu Al-Shamat;Saleh Abu Al-Shamat;Saudi-Arabien;MIDFIELDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00182788;Mohammed;Abu Al-Shamat;Mohammed Abu Al-Shamat;Saudi-Arabien;DEFENDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00182789;Jehad;Thakri;Jehad Thakri;Saudi-Arabien;DEFENDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00182969;Lucas;Romero;Lucas Romero;Paraguay;MIDFIELDER;1000000;0.0;4.452;0.0;0.178;0.0
pl-k00183117;Nour;Bani Attiah;Nour Bani Attiah;Jordanien;GOALKEEPER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00183122;Mo;Abualnadi;Mo Abualnadi;Jordanien;DEFENDER;1000000;0.5;3.484;1.742;-3.906;-1.953
pl-k00183124;Saed;Al-Rosan;Saed Al-Rosan;Jordanien;DEFENDER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00183130;Amer;Jamous;Amer Jamous;Jordanien;MIDFIELDER;2000000;0.5;3.484;1.742;-3.906;-1.953
pl-k00183135;Mohammad;Abu Zrayq;Shararh;Jordanien;MIDFIELDER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00183139;Ali;Al-Azaizeh;Ali Al-Azaizeh;Jordanien;FORWARD;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00183142;Odeh;Al-Fakhouri;Odeh Al-Fakhouri;Jordanien;FORWARD;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00183298;Akmal;Mozgovoy;Akmal Mozgovoy;Usbekistan;MIDFIELDER;1000000;0.5;3.684;1.842;-2.905;-1.452
pl-k00183340;Mohammad;Khalife;Mohammad Khalife;Iran;GOALKEEPER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00183346;Ali;Nemati;Ali Nemati;Iran;DEFENDER;1000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00183403;Kelvin Spencer;Pires;Djack;Kap Verde;DEFENDER;2000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00183407;Jair;Semedo Monteiro;Yannick Semedo;Kap Verde;MIDFIELDER;2000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00183839;Alaa;Al-Hajji ;Alaa Al-Hajji ;Saudi-Arabien;MIDFIELDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00184849;Mahmud;Abunada;Mahmud Abunada;Katar;GOALKEEPER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00184850;Ayoub;Al-Oui;Ayoub Al-Oui;Katar;DEFENDER;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00184851;Tahsin;Jamshid;Tahsin Jamshid;Katar;FORWARD;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00184852;Mohamed;Al-Mannai;Mohamed Al-Mannai;Katar;MIDFIELDER;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00185081;Kilian;Belazzoug;Kilian Belazzoug;Algerien;GOALKEEPER;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00185671;Benjamin;Asare;Benjamin Asare;Ghana;GOALKEEPER;4000000;1.0;3.144;3.144;-6.374;-6.374
pl-k00185831;Keeto;Thermoncy;Keeto Thermoncy;Haiti;DEFENDER;1000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00186204;Husam;Abu Dahab;Husam Abu Dahab;Jordanien;DEFENDER;2000000;0.5;3.484;1.742;-3.906;-1.953
pl-k00186303;Hadi;Habibinejad;Hadi Habibinejad;Iran;FORWARD;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00186316;Al-Hashmi;Al-Hussain;Al-Hashmi Al-Hussain;Katar;DEFENDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00186356;Armando;Gonzalez;Armando Gonzalez;Mexiko;FORWARD;1000000;0.0;4.905;0.0;2.864;0.0
pl-k00186383;Youssef;Belammari;Youssef Belammari;Marokko;DEFENDER;1000000;0.0;4.418;0.0;0.331;0.0
pl-k00186771;Sipho;Chaine;Sipho Chaine;Südafrika;GOALKEEPER;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00186772;Thabang;Matuludi;Thabang Matuludi;Südafrika;DEFENDER;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00186773;Mbekezeli;Mbokazi;Mbekezeli Mbokazi;Südafrika;DEFENDER;2000000;1.0;3.314;3.314;-4.325;-4.325
pl-k00186804;Khulumani;Ndamane;Khulumani Ndamane;Südafrika;DEFENDER;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00186805;Thalente;Mbatha;Thalente Mbatha;Südafrika;MIDFIELDER;2000000;0.5;3.314;1.657;-4.325;-2.162
pl-k00186806;Relebohile;Mofokeng;Relebohile Mofokeng;Südafrika;FORWARD;2000000;0.5;3.314;1.657;-4.325;-2.162
pl-k00186807;Tshepang;Moremi;Tshepang Moremi;Südafrika;FORWARD;2000000;0.5;3.314;1.657;-4.325;-2.162
pl-k00187286;Adil;Boulbina;Adil Boulbina;Algerien;FORWARD;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00187495;Redouane;Berkane;Redouane Berkane;Algerien;FORWARD;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00187691;Bara;Sapoko Ndiaye;Bara Sapoko Ndiaye;Senegal;MIDFIELDER;1000000;0.0;4.598;0.0;0.171;0.0
pl-k00192544;Bruno;Caicedo;Bruno Caicedo;Ecuador;FORWARD;2000000;0.0;5.04;0.0;4.088;0.0
pl-k00193378;Sabri;Ben Hessen;Sabri Ben Hessen;Tunesien;GOALKEEPER;2000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00194142;Elliot;Stroud;Elliot Stroud;Schweden;DEFENDER;2000000;0.0;3.796;0.0;-2.337;-0.0
pl-k00194337;Kamogelo;Sebelebele;Kamogelo Sebelebele;Südafrika;DEFENDER;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00194341;Issa;Laye;Issa Laye;Katar;DEFENDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00194733;Woodensky;Pierre;Woodensky Pierre;Haiti;MIDFIELDER;1000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00195271;Manaf;Younis;Manaf Younis;Irak;DEFENDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00195272;Ahmed;Maknzi;Ahmed Maknzi;Irak;DEFENDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00195273;Zaid;Ismail;Zaid Ismail;Irak;MIDFIELDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00195274;Ali;Yousif;Ali Yousif;Irak;FORWARD;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00195395;Mohammad;Taha;Mohammad Taha;Jordanien;MIDFIELDER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00195396;Mohammad;Al-Dawoud;Mohammad Al-Dawoud;Jordanien;MIDFIELDER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00195444;Mouhib;Chamakh;Mouhib Chamakh;Tunesien;GOALKEEPER;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00195446;Moutaz;Neffati;Moutaz Neffati;Tunesien;DEFENDER;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00195447;Raed;Chikhaoui;Raed Chikhaoui;Tunesien;DEFENDER;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00195449;Khalil;Ayari;Khalil Ayari;Tunesien;FORWARD;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00195453;Sherzod;Temirov;Sherzod Temirov;Usbekistan;FORWARD;1000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00195655;Achref;Abada;Achref Abada;Algerien;DEFENDER;1000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00195661;Amirhossein;Mahmoudi;Amirhossein Mahmoudi;Iran;FORWARD;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00195662;El-Mahdi;Soliman;El-Mahdi Soliman;Ägypten;GOALKEEPER;1000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00195663;Mohamed;Alaa;Mohamed Alaa;Ägypten;GOALKEEPER;1000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00195664;Tarek;Alaa;Tarek Alaa;Ägypten;DEFENDER;1000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00196610;Ederson;Castillo;Ederson Castillo;Ecuador;MIDFIELDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00199799;Rayan;Al-Ali;Rayan Al-Ali;Katar;DEFENDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00200613;Maytham;Jabbar;Maytham Jabbar;Irak;DEFENDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00200616;Karar;Nabeel;Karar Nabeel;Irak;MIDFIELDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00200620;Danial;Eiri;Danial Eiri;Iran;DEFENDER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00200625;Anas;Badawi;Anas Badawi;Jordanien;DEFENDER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00200629;Mostafa;Mohamed Zaki Abdelraouf;Mostafa Ziko;Ägypten;MIDFIELDER;1000000;0.5;3.951;1.976;-1.446;-0.723
pl-k00200796;Solomon;Agbasi;Solomon Agbasi;Ghana;GOALKEEPER;1000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00201006;Fricio;Caicedo;Fricio Caicedo;Ecuador;DEFENDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00201007;Luis;Fragozo;Luis Fragozo;Ecuador;FORWARD;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00201011;Avazbek;Ulmasaliev;Avazbek Ulmasaliev;Usbekistan;DEFENDER;1000000;0.0;3.684;0.0;-2.905;-0.0
