ID;Vorname;Nachname;Angezeigter Name;Verein;Position;Marktwert;Probability;exp_games;Erwartete Spiele;exp_gd;Erwartete Tordifferenz
pl-k00101633;Armando;Obispo;Armando Obispo;Curacao;DEFENDER;2000000;0.5;3.121;1.56;-6.73;-3.365
pl-k00101636;Teun;Koopmeiners;Teun Koopmeiners;Niederlande;MIDFIELDER;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00101638;Noa;Lang;Noa Lang;Niederlande;FORWARD;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00101663;Reece;James;Reece James;England;DEFENDER;6000000;0.4;5.687;2.275;6.383;2.553
pl-k00101765;Sasa;Kalajdzic;Sasa Kalajdzic;Österreich;FORWARD;2000000;0.0;4.129;0.0;-1.1;-0.0
pl-k00101781;Matheus;Santos Carneiro de Cunha;Matheus Cunha;Brasilien;FORWARD;8000000;0.6;5.351;3.21;5.126;3.076
pl-k00101783;Ruben;Vargas;Ruben Vargas;Schweiz;FORWARD;4000000;1.0;5.181;5.181;4.737;4.737
pl-k00101913;Edgar Yoel;Barcenas;Edgar Yoel Barcenas;Panama;MIDFIELDER;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00101917;Orlando;Mosquera;Orlando Mosquera;Panama;GOALKEEPER;4000000;0.5;3.879;1.94;-2.104;-1.052
pl-k00102015;Jurien;Gaari;Jurien Gaari;Curacao;DEFENDER;1000000;1.0;3.121;3.121;-6.73;-6.73
pl-k00102117;Moussa;Niakhaté;Moussa Niakhaté;Senegal;DEFENDER;4000000;0.75;4.598;3.448;0.171;0.128
pl-k00102402;Donyell;Malen;Donyell Malen;Niederlande;FORWARD;6000000;1.0;5.268;5.268;3.773;3.773
pl-k00102731;Josip;Stanisic;Josip Stanisic;Kroatien;DEFENDER;6000000;0.5;4.93;2.465;2.779;1.39
pl-k00102793;Nuno Miguel;da Costa Joia;Nuno da Costa;Kap Verde;FORWARD;1000000;0.5;3.272;1.636;-5.876;-2.938
pl-k00102800;Christoph;Baumgartner;Christoph Baumgartner;Österreich;MIDFIELDER;6000000;1.0;4.129;4.129;-1.1;-1.1
pl-k00102817;Ritsu;Doan;Ritsu Doan;Japan;MIDFIELDER;6000000;0.667;4.848;3.233;1.906;1.272
pl-k00103233;Samuel;Moutoussamy;Samuel Moutoussamy;DR Kongo;MIDFIELDER;2000000;1.0;3.371;3.371;-4.126;-4.126
pl-k00103347;Marco;Pasalic;Marco Pasalic;Kroatien;FORWARD;1000000;0.0;4.93;0.0;2.779;0.0
pl-k00103453;Tijjani;Reijnders;Tijjani Reijnders;Niederlande;MIDFIELDER;6000000;0.75;5.268;3.951;3.773;2.83
pl-k00103601;Trevor;Doornbusch;Trevor Doornbusch;Curacao;GOALKEEPER;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00103776;Yusuf;Sari;Yusuf Sari;Türkei;FORWARD;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00103853;Min-Jae;Kim;Min-Jae Kim;Südkorea;DEFENDER;6000000;1.0;4.339;4.339;0.171;0.171
pl-k00103860;Hyeon-Woo;Jo;Hyeon-Woo Jo;Südkorea;GOALKEEPER;1000000;0.0;4.339;0.0;0.171;0.0
pl-k00103878;Omar;Marmoush;Omar Marmoush;Ägypten;FORWARD;8000000;0.5;3.951;1.976;-1.446;-0.723
pl-k00104033;Gideon;Mensah;Gideon Mensah;Ghana;DEFENDER;2000000;0.5;3.144;1.572;-6.374;-3.187
pl-k00104228;Ramin;Rezaeian;Ramin Rezaeian;Iran;DEFENDER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00104230;Nicolas;Raskin;Nicolas Raskin;Belgien;MIDFIELDER;2000000;0.0;4.876;0.0;2.814;0.0
pl-k00104271;Harry;Souttar;Harry Souttar;Australien;DEFENDER;2000000;0.667;4.066;2.712;-0.993;-0.662
pl-k00104274;Elisha;Owusu;Elisha Owusu;Ghana;MIDFIELDER;2000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00104317;Angelo;Stiller;Angelo Stiller;Deutschland;MIDFIELDER;4000000;0.2;5.097;1.019;3.97;0.794
pl-k00104437;Amirhossein;Hosseinzadeh;Amirhossein Hosseinzadeh;Iran;FORWARD;2000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00104441;Martin;Zlomislic;Martin Zlomislic;Bosnien-Herzegowina;GOALKEEPER;2000000;0.0;3.738;0.0;-2.61;-0.0
pl-k00104485;Julian;Ryerson;Julian Ryerson;Norwegen;DEFENDER;6000000;1.0;4.789;4.789;0.91;0.91
pl-k00104568;Mohammed;Al-Owais;Mohammed Al-Owais;Saudi-Arabien;GOALKEEPER;2000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00104581;Salem;Al-Dawsari;Salem Al-Dawsari;Saudi-Arabien;MIDFIELDER;2000000;1.0;3.316;3.316;-5.57;-5.57
pl-k00104617;Jaminton;Campaz;Jaminton Campaz;Kolumbien;MIDFIELDER;2000000;0.0;5.21;0.0;3.512;0.0
pl-k00104723;Milad;Mohammadi;Milad Mohammadi;Iran;DEFENDER;2000000;0.5;4.3;2.15;-0.05;-0.025
pl-k00104727;Hossein;Kanaani;Hossein Kanaani;Iran;DEFENDER;2000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00104729;Mehdi;Torabi;Mehdi Torabi;Iran;MIDFIELDER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00104730;Rouzbeh;Cheshmi;Rouzbeh Cheshmi;Iran;MIDFIELDER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00104735;Mehdi;Taremi;Mehdi Taremi;Iran;FORWARD;4000000;1.0;4.3;4.3;-0.05;-0.05
pl-k00104808;Max;Crocombe;Max Crocombe;Neuseeland;GOALKEEPER;2000000;1.0;3.48;3.48;-3.434;-3.434
pl-k00104953;José;Fajardo;José Fajardo;Panama;FORWARD;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00104975;Keito;Nakamura;Keito Nakamura;Japan;MIDFIELDER;4000000;1.0;4.848;4.848;1.906;1.906
pl-k00104978;Adam;Hlozek;Adam Hlozek;Tschechien;FORWARD;4000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00105008;Callum;McCowatt;Callum McCowatt;Neuseeland;MIDFIELDER;2000000;0.0;3.48;0.0;-3.434;-0.0
pl-k00105138;Ahmed Reda;Tagnaouti;Ahmed Reda Tagnaouti;Marokko;GOALKEEPER;1000000;0.0;4.418;0.0;0.331;0.0
pl-k00105180;Jamie;Leweling;Jamie Leweling;Deutschland;MIDFIELDER;4000000;0.0;5.097;0.0;3.97;0.0
pl-k00105212;Ersin;Destanoglu;Ersin Destanoglu;Türkei;GOALKEEPER;1000000;0.0;4.976;0.0;2.252;0.0
pl-k00105223;Anthony;Gordon;Anthony Gordon;England;FORWARD;6000000;0.2;5.687;1.138;6.383;1.277
pl-k00105391;Junya;Ito;Junya Ito;Japan;MIDFIELDER;2000000;0.333;4.848;1.614;1.906;0.635
pl-k00105434;Noussair;Mazraoui;Noussair Mazraoui;Marokko;DEFENDER;4000000;1.0;4.418;4.418;0.331;0.331
pl-k00105471;Jacob;Italiano;Jacob Italiano;Australien;DEFENDER;2000000;0.333;4.066;1.354;-0.993;-0.331
pl-k00105695;Abdullah;Al-Hamdan;Abdullah Al-Hamdan;Saudi-Arabien;FORWARD;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00105718;Mustafa;Eskihellac;Mustafa Eskihellac;Türkei;DEFENDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00105800;Stephen;Eustaquio;Stephen Eustaquio;Kanada;MIDFIELDER;4000000;0.75;4.653;3.49;1.822;1.367
pl-k00105812;Cody;Gakpo;Cody Gakpo;Niederlande;FORWARD;8000000;1.0;5.268;5.268;3.773;3.773
pl-k00105828;Ali;Abdi;Ali Abdi;Tunesien;DEFENDER;2000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00105829;Dylan;Bronn;Dylan Bronn;Tunesien;DEFENDER;2000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00105836;Firas;Chaouat;Firas Chaouat;Tunesien;FORWARD;1000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00105876;Jack;Hendry;Jack Hendry;Schottland;DEFENDER;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00105950;Seyed Hossein;Hosseini;Seyed Hossein Hosseini;Iran;GOALKEEPER;1000000;0.5;4.3;2.15;-0.05;-0.025
pl-k00105955;Omid;Noorafkan;Omid Noorafkan;Iran;MIDFIELDER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00105961;Ali;Alipour;Ali Alipour;Iran;FORWARD;2000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00105983;Aurelien;Tchouameni;Aurelien Tchouameni;Frankreich;MIDFIELDER;8000000;0.8;6.141;4.913;7.58;6.064
pl-k00106053;Roshon;van Eijma;Roshon van Eijma;Curacao;DEFENDER;1000000;0.5;3.121;1.56;-6.73;-3.365
pl-k00106067;Alejandro;Romero Gamarra;Kaku;Paraguay;MIDFIELDER;2000000;0.0;4.452;0.0;0.178;0.0
pl-k00106087;Ko;Itakura;Ko Itakura;Japan;DEFENDER;4000000;0.667;4.848;3.233;1.906;1.272
pl-k00106091;Ao;Tanaka;Ao Tanaka;Japan;MIDFIELDER;4000000;0.333;4.848;1.614;1.906;0.635
pl-k00106095;Mark;McKenzie;Mark McKenzie;USA;DEFENDER;4000000;0.4;3.74;1.496;-2.316;-0.926
pl-k00106109;Mohamed;Kanno;Mohamed Kanno;Saudi-Arabien;MIDFIELDER;2000000;1.0;3.316;3.316;-5.57;-5.57
pl-k00106186;Abdulquddus;Atiah;Abdulquddus Atiah;Saudi-Arabien;GOALKEEPER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00106205;Yukinari;Sugawara;Yukinari Sugawara;Japan;DEFENDER;2000000;0.0;4.848;0.0;1.906;0.0
pl-k00106358;Hiroki;Ito;Hiroki Ito;Japan;DEFENDER;4000000;0.333;4.848;1.614;1.906;0.635
pl-k00106359;Koki;Ogawa;Koki Ogawa;Japan;FORWARD;2000000;0.0;4.848;0.0;1.906;0.0
pl-k00106362;Timothy;Weah;Timothy Weah;USA;MIDFIELDER;4000000;0.6;3.74;2.244;-2.316;-1.389
pl-k00106538;Keisuke;Osako;Keisuke Osako;Japan;GOALKEEPER;1000000;0.333;4.848;1.614;1.906;0.635
pl-k00106559;Abdullah;Al-Khaibari;Abdullah Al-Khaibari;Saudi-Arabien;MIDFIELDER;1000000;0.5;3.316;1.658;-5.57;-2.785
pl-k00106597;Ayoub;El Kaabi;Ayoub El Kaabi;Marokko;FORWARD;4000000;0.75;4.418;3.314;0.331;0.248
pl-k00106599;Mohamed;El-Shenawy;Mohamed El-Shenawy;Ägypten;GOALKEEPER;2000000;0.0;3.951;0.0;-1.446;-0.0
pl-k00106676;Lautaro;Martinez;Lautaro Martinez;Argentinien;FORWARD;8000000;0.4;5.991;2.397;8.658;3.463
pl-k00106680;Roger;Ibanez da Silva;Roger Ibanez;Brasilien;DEFENDER;4000000;0.2;5.351;1.07;5.126;1.025
pl-k00106698;Nick;Woltemade;Nick Woltemade;Deutschland;FORWARD;6000000;0.2;5.097;1.019;3.97;0.794
pl-k00106891;Mehmet Zeki;Celik;Mehmet Zeki Celik;Türkei;DEFENDER;4000000;1.0;4.976;4.976;2.252;2.252
pl-k00106912;Edouard;Mendy;Edouard Mendy;Senegal;GOALKEEPER;4000000;0.5;4.598;2.299;0.171;0.086
pl-k00106928;Felix;Nmecha;Felix Nmecha;Deutschland;MIDFIELDER;4000000;0.0;5.097;0.0;3.97;0.0
pl-k00106946;Leo;Östigaard;Leo Östigaard;Norwegen;DEFENDER;2000000;0.0;4.789;0.0;0.91;0.0
pl-k00107005;Orkun;Kökcü;Orkun Kökcü;Türkei;MIDFIELDER;4000000;0.5;4.976;2.488;2.252;1.126
pl-k00107290;Rayan;Ait Nouri;Rayan Ait Nouri;Algerien;DEFENDER;4000000;1.0;3.705;3.705;-2.846;-2.846
pl-k00107395;Liam;Millar;Liam Millar;Kanada;MIDFIELDER;2000000;0.25;4.653;1.163;1.822;0.456
pl-k00107513;Noah;Okafor;Noah Okafor;Schweiz;FORWARD;4000000;0.0;5.181;0.0;4.737;0.0
pl-k00107564;Adalberto;Carrasquilla;Adalberto Carrasquilla;Panama;MIDFIELDER;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00107692;Jamal;Musiala;Jamal Musiala;Deutschland;MIDFIELDER;8000000;0.8;5.097;4.078;3.97;3.176
pl-k00107693;Florian;Wirtz;Florian Wirtz;Deutschland;MIDFIELDER;10000000;1.0;5.097;5.097;3.97;3.97
pl-k00107767;Joan;Garcia;Joan Garcia;Spanien;GOALKEEPER;2000000;0.0;6.547;0.0;13.21;0.0
pl-k00107833;Brian;Brobbey;Brian Brobbey;Niederlande;FORWARD;6000000;0.25;5.268;1.317;3.773;0.943
pl-k00107834;Jurrien;Timber;Jurrien Timber;Niederlande;DEFENDER;6000000;0.25;5.268;1.317;3.773;0.943
pl-k00107835;Quinten;Timber;Quinten Timber;Niederlande;MIDFIELDER;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00107846;Crysencio;Summerville;Crysencio Summerville;Niederlande;FORWARD;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00107848;Shurandy;Sambo;Shurandy Sambo;Curacao;DEFENDER;1000000;0.5;3.121;1.56;-6.73;-3.365
pl-k00108054;Godfried;Roemeratoe;Godfried Roemeratoe;Curacao;MIDFIELDER;1000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00108107;Goncalo Matias;Ramos;Goncalo Ramos;Portugal;FORWARD;4000000;0.2;5.302;1.06;3.99;0.798
pl-k00108112;Altay;Bayindir;Altay Bayindir;Türkei;GOALKEEPER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00108337;Juan Camilo;Hernandez;Cucho Hernandez;Kolumbien;FORWARD;4000000;0.0;5.21;0.0;3.512;0.0
pl-k00108493;José Luis;Rodriguez;José Luis Rodriguez;Panama;MIDFIELDER;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00108624;Leverton;Pierre;Leverton Pierre;Haiti;MIDFIELDER;1000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00108633;Antonee;Robinson;Antonee Robinson;USA;DEFENDER;4000000;0.6;3.74;2.244;-2.316;-1.389
pl-k00108669;Kevin;Yakob;Kevin Yakob;Irak;MIDFIELDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00108822;Erling;Haaland;Erling Haaland;Norwegen;FORWARD;10000000;1.0;4.789;4.789;0.91;0.91
pl-k00109674;Malik;Tillman;Malik Tillman;USA;MIDFIELDER;4000000;0.6;3.74;2.244;-2.316;-1.389
pl-k00110076;Mert;Müldür;Mert Müldür;Türkei;DEFENDER;2000000;0.0;4.976;0.0;2.252;0.0
pl-k00110095;Yassin;Fortuné;Yassin Fortuné;Haiti;FORWARD;1000000;0.0;3.218;0.0;-5.302;-0.0
pl-k00110131;Francisco Antonio;Machado Mota Castro Trincao;Trincao;Portugal;FORWARD;4000000;0.2;5.302;1.06;3.99;0.798
pl-k00110134;Yan;Valery;Yan Valery;Tunesien;DEFENDER;2000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00110177;Evan;Ndicka;Evan Ndicka;Elfenbeinküste;DEFENDER;4000000;0.5;3.89;1.945;-2.143;-1.072
pl-k00110243;Ryan;Gravenberch;Ryan Gravenberch;Niederlande;MIDFIELDER;8000000;0.75;5.268;3.951;3.773;2.83
pl-k00110300;Nicolas;Gonzalez;Nicolas Gonzalez;Argentinien;MIDFIELDER;6000000;0.2;5.991;1.198;8.658;1.732
pl-k00110311;Chris;Richards;Chris Richards;USA;DEFENDER;4000000;0.8;3.74;2.992;-2.316;-1.852
pl-k00110341;Pavel;Bucha;Pavel Bucha;Tschechien;MIDFIELDER;2000000;0.0;4.198;0.0;-0.433;-0.0
pl-k00110344;Jaroslav;Zeleny;Jaroslav Zeleny;Tschechien;DEFENDER;2000000;0.5;4.198;2.099;-0.433;-0.216
pl-k00110515;Mathieu;Choiniere;Mathieu Choiniere;Kanada;MIDFIELDER;2000000;0.25;4.653;1.163;1.822;0.456
pl-k00110564;Juan Manuel;Sanabria;Juan Manuel Sanabria;Uruguay;MIDFIELDER;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00110616;Joao Felix;Sequeira;Joao Felix;Portugal;FORWARD;4000000;0.0;5.302;0.0;3.99;0.0
pl-k00110655;Jovane Eduardo;Borges Cabral;Jovane Cabral;Kap Verde;FORWARD;1000000;0.0;3.272;0.0;-5.876;-0.0
pl-k00110676;Amadou;Onana;Amadou Onana;Belgien;MIDFIELDER;6000000;0.5;4.876;2.438;2.814;1.407
pl-k00110713;Krepin;Diatta;Krepin Diatta;Senegal;DEFENDER;2000000;0.5;4.598;2.299;0.171;0.086
pl-k00110782;Alexis;Saelemaekers;Alexis Saelemaekers;Belgien;FORWARD;4000000;0.0;4.876;0.0;2.814;0.0
pl-k00110802;Edo;Kayembe;Edo Kayembe;DR Kongo;MIDFIELDER;2000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00110835;Omar;Rekik;Omar Rekik;Tunesien;DEFENDER;2000000;0.0;3.434;0.0;-3.766;-0.0
pl-k00110836;Jonathan;David;Jonathan David;Kanada;FORWARD;6000000;0.25;4.653;1.163;1.822;0.456
pl-k00110964;Juan;Musso;Juan Musso;Argentinien;GOALKEEPER;1000000;0.0;5.991;0.0;8.658;0.0
pl-k00111030;Alfie;Jones;Alfie Jones;Kanada;DEFENDER;2000000;0.0;4.653;0.0;1.822;0.0
pl-k00111092;Musa;Al-Taamari;Musa Al-Taamari;Jordanien;FORWARD;2000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00111104;Malick;Thiaw;Malick Thiaw;Deutschland;DEFENDER;4000000;0.0;5.097;0.0;3.97;0.0
pl-k00111248;Montassar;Talbi;Montassar Talbi;Tunesien;DEFENDER;2000000;1.0;3.434;3.434;-3.766;-3.766
pl-k00111286;Nayef;Aguerd;Nayef Aguerd;Marokko;DEFENDER;6000000;1.0;4.418;4.418;0.331;0.331
pl-k00111312;Michael;Woud;Michael Woud;Neuseeland;GOALKEEPER;1000000;0.0;3.48;0.0;-3.434;-0.0
pl-k00111322;Wilson;Isidor;Wilson Isidor;Haiti;FORWARD;4000000;0.5;3.218;1.609;-5.302;-2.651
pl-k00111323;Youcef;Atal;Youcef Atal;Algerien;DEFENDER;2000000;0.0;3.705;0.0;-2.846;-0.0
pl-k00111352;William;Saliba;William Saliba;Frankreich;DEFENDER;8000000;0.8;6.141;4.913;7.58;6.064
pl-k00111363;Kang-In;Lee;Kang-In Lee;Südkorea;MIDFIELDER;6000000;1.0;4.339;4.339;0.171;0.171
pl-k00111483;Pedro Antonio;Porro Sauceda;Pedro Porro;Spanien;DEFENDER;4000000;0.4;6.547;2.619;13.21;5.284
pl-k00111568;Cristian;Romero;Cristian Romero;Argentinien;DEFENDER;6000000;0.6;5.991;3.595;8.658;5.195
pl-k00111572;Bradley;Cross;Bradley Cross;Südafrika;DEFENDER;1000000;0.0;3.314;0.0;-4.325;-0.0
pl-k00111733;Lewis;Ferguson;Lewis Ferguson;Schottland;MIDFIELDER;4000000;0.5;4.12;2.06;-0.984;-0.492
pl-k00111774;Abdul;Mumin;Abdul Mumin;Ghana;DEFENDER;2000000;0.0;3.144;0.0;-6.374;-0.0
pl-k00111857;Seung-Ho;Paik;Seung-Ho Paik;Südkorea;MIDFIELDER;2000000;0.0;4.339;0.0;0.171;0.0
pl-k00111860;Ivor;Pandur;Ivor Pandur;Kroatien;GOALKEEPER;1000000;0.0;4.93;0.0;2.779;0.0
pl-k00111988;Jorge;Sanchez;Jorge Sanchez;Mexiko;DEFENDER;2000000;0.75;4.905;3.679;2.864;2.148
pl-k00112075;Moon-Hwan;Kim;Moon-Hwan Kim;Südkorea;DEFENDER;1000000;0.333;4.339;1.445;0.171;0.057
pl-k00112076;In-Beom;Hwang;In-Beom Hwang;Südkorea;MIDFIELDER;4000000;0.667;4.339;2.894;0.171;0.114
pl-k00112077;Diego;Lainez;Diego Lainez;Mexiko;MIDFIELDER;1000000;0.0;4.905;0.0;2.864;0.0
pl-k00112079;Roberto;Alvarado;Roberto Alvarado;Mexiko;FORWARD;4000000;0.75;4.905;3.679;2.864;2.148
pl-k00112080;Dan;Ndoye;Dan Ndoye;Schweiz;FORWARD;4000000;1.0;5.181;5.181;4.737;4.737
pl-k00112101;Nathan;Patterson;Nathan Patterson;Schottland;DEFENDER;2000000;0.0;4.12;0.0;-0.984;-0.0
pl-k00112135;Jhon;Lucumi;Jhon Lucumi;Kolumbien;DEFENDER;4000000;0.5;5.21;2.605;3.512;1.756
pl-k00112426;Jörgen;Strand Larsen;Jörgen Strand Larsen;Norwegen;FORWARD;4000000;0.0;4.789;0.0;0.91;0.0
pl-k00112730;Jens;Castrop;Jens Castrop;Südkorea;DEFENDER;2000000;0.333;4.339;1.445;0.171;0.057
pl-k00112780;Takehiro;Tomiyasu;Takehiro Tomiyasu;Japan;DEFENDER;4000000;0.333;4.848;1.614;1.906;0.635
pl-k00112823;Tahith;Chong;Tahith Chong;Curacao;FORWARD;2000000;0.0;3.121;0.0;-6.73;-0.0
pl-k00112868;Eldor;Shomurodov;Eldor Shomurodov;Usbekistan;FORWARD;4000000;1.0;3.684;3.684;-2.905;-2.905
pl-k00112929;Jan Paul;van Hecke;Jan Paul van Hecke;Niederlande;DEFENDER;4000000;0.0;5.268;0.0;3.773;0.0
pl-k00112936;Dominik;Kotarski;Dominik Kotarski;Kroatien;GOALKEEPER;2000000;0.0;4.93;0.0;2.779;0.0
pl-k00113011;Dostonbek;Khamdamov;Dostonbek Khamdamov;Usbekistan;FORWARD;1000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00113069;Timothy;Fayulu;Timothy Fayulu;DR Kongo;GOALKEEPER;1000000;0.0;3.371;0.0;-4.126;-0.0
pl-k00113146;Andres;Andrade;Andres Andrade;Panama;DEFENDER;2000000;0.0;3.879;0.0;-2.104;-0.0
pl-k00113163;Gonzalo;Montiel;Gonzalo Montiel;Argentinien;DEFENDER;2000000;0.4;5.991;2.397;8.658;3.463
pl-k00113179;Julian;Alvarez;Julian Alvarez;Argentinien;FORWARD;8000000;0.8;5.991;4.793;8.658;6.927
pl-k00113185;Joe;Scally;Joe Scally;USA;DEFENDER;2000000;0.0;3.74;0.0;-2.316;-0.0
pl-k00113214;Morgan;Rogers;Morgan Rogers;England;MIDFIELDER;6000000;0.4;5.687;2.275;6.383;2.553
pl-k00113407;Bukayo;Saka;Bukayo Saka;England;FORWARD;8000000;0.8;5.687;4.55;6.383;5.106
pl-k00113426;Alejandro;Zendejas;Alejandro Zendejas;USA;MIDFIELDER;2000000;0.2;3.74;0.748;-2.316;-0.463
pl-k00113510;Alvaro;Fidalgo;Alvaro Fidalgo;Mexiko;MIDFIELDER;2000000;0.5;4.905;2.452;2.864;1.432
pl-k00113695;Payam;Niazmand;Payam Niazmand;Iran;GOALKEEPER;1000000;0.0;4.3;0.0;-0.05;-0.0
pl-k00113749;Jalal;Hassan;Jalal Hassan;Irak;GOALKEEPER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00113751;Rebin;Sulaka;Rebin Sulaka;Irak;DEFENDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00113754;Frans;Putros;Frans Putros;Irak;DEFENDER;1000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00113759;Mohanad;Ali;Mohanad Ali;Irak;FORWARD;2000000;0.0;3.185;0.0;-5.568;-0.0
pl-k00113856;Utkir;Yusupov;Utkir Yusupov;Usbekistan;GOALKEEPER;1000000;0.5;3.684;1.842;-2.905;-1.452
pl-k00113863;Farrukh;Sayfiev;Farrukh Sayfiev;Usbekistan;DEFENDER;1000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00113866;Odiljon;Hamrobekov;Odiljon Hamrobekov;Usbekistan;MIDFIELDER;2000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00113867;Otabek;Shukurov;Otabek Shukurov;Usbekistan;MIDFIELDER;2000000;1.0;3.684;3.684;-2.905;-2.905
pl-k00113914;Leonardo;Balerdi;Leonardo Balerdi;Argentinien;DEFENDER;4000000;0.2;5.991;1.198;8.658;1.732
pl-k00113916;Hassan;Al-Haydos;Hassan Al-Haydos;Katar;MIDFIELDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00113920;Karim;Boudiaf;Karim Boudiaf;Katar;MIDFIELDER;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00113922;Ahmed;Alaaeldin;Ahmed Alaaeldin;Katar;FORWARD;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00113924;Pedro Miguel;Carvalho Deus Correia;Pedro Miguel;Katar;DEFENDER;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00113925;Abdulaziz;Hatem;Abdulaziz Hatem;Katar;MIDFIELDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00113926;Boualem;Khoukhi;Boualem Khoukhi;Katar;DEFENDER;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00113927;Ahmad;Fathi;Ahmad Fathi;Katar;MIDFIELDER;1000000;0.0;3.194;0.0;-5.532;-0.0
pl-k00113930;Almoez;Ali;Almoez Ali;Katar;FORWARD;2000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00113931;Sultan;Al-Brake;Sultan Al-Brake;Katar;DEFENDER;1000000;0.5;3.194;1.597;-5.532;-2.766
pl-k00113932;Assim;Madibo;Assim Madibo;Katar;MIDFIELDER;2000000;1.0;3.194;3.194;-5.532;-5.532
pl-k00113966;Abdulelah;Al-Amri;Abdulelah Al-Amri;Saudi-Arabien;DEFENDER;1000000;0.0;3.316;0.0;-5.57;-0.0
pl-k00113975;Jaloliddin;Masharipov;Jaloliddin Masharipov;Usbekistan;FORWARD;1000000;0.0;3.684;0.0;-2.905;-0.0
pl-k00114084;Yazan;Al-Arab;Yazan Al-Arab;Jordanien;DEFENDER;2000000;0.5;3.484;1.742;-3.906;-1.953
pl-k00114094;Ihsan;Haddad;Ihsan Haddad;Jordanien;DEFENDER;1000000;0.0;3.484;0.0;-3.906;-0.0
pl-k00114256;Moises;Ramirez;Moises Ramirez;Ecuador;GOALKEEPER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00114257;Jackson;Porozo;Jackson Porozo;Ecuador;DEFENDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00114259;Jordy;Alcivar;Jordy Alcivar;Ecuador;MIDFIELDER;1000000;0.0;5.04;0.0;4.088;0.0
pl-k00114277;Gonzalo;Plata;Gonzalo Plata;Ecuador;FORWARD;4000000;1.0;5.04;5.04;4.088;4.088
pl-k00114290;Braian;Ojeda;Braian Ojeda;Paraguay;MIDFIELDER;2000000;0.5;4.452;2.226;0.178;0.089
pl-k00114307;Orlando;Gill;Orlando Gill;Paraguay;GOALKEEPER;4000000;0.5;4.452;2.226;0.178;0.089
pl-k00114311;Sebastian;Caceres;Sebastian Caceres;Uruguay;DEFENDER;2000000;0.0;4.672;0.0;1.55;0.0
pl-k00114315;Maximiliano Javier;Araujo Vilches;Maxi Araujo;Uruguay;FORWARD;4000000;1.0;4.672;4.672;1.55;1.55
pl-k00114317;Rodrigo;Zalazar;Rodrigo Zalazar;Uruguay;MIDFIELDER;4000000;0.0;4.672;0.0;1.55;0.0
pl-k00114335;Darwin Gabriel;Nunez Ribeiro;Darwin;Uruguay;FORWARD;6000000;0.5;4.672;2.336;1.55;0.775
